#oghma_csv {"title":"Absorption","type":"xy","y_label":"Wavelength","data_label":"Absorption","y_units":"nm","y_mul":1000000000.0,"data_units":"m^{-1}","icon":"mat_file","time ":0.0,"Vexternal":0.0,"x_len":1,"y_len":78,"z_len":1,"cols":"yd"}*
2.156E-07	146296800.751584
2.254E-07	147183755.199238
2.362E-07	148434267.629391
2.48E-07	148972296.799258
2.61E-07	149737213.067651
2.755E-07	150522769.609384
2.917E-07	151210013.220434
3E-07	151215326.392789
3.1E-07	151607180.960333
3.179E-07	151792586.219375
3.263E-07	152121250.158501
3.351E-07	152251461.337804
3.444E-07	152153790.539715
3.5E-07	152232604.013951
3.542E-07	152556164.996455
3.647E-07	152643328.274229
3.757E-07	152522358.268506
3.875E-07	152742207.983566
4E-07	152681402.964464
4.133E-07	152632907.05077
4.275E-07	152854098.700977
4.428E-07	152680835.377715
4.5E-07	152751216.134544
4.592E-07	152701106.333023
4.769E-07	152830676.375096
4.959E-07	152803417.633769
5E-07	152807066.670608
5.061E-07	152703377.352912
5.166E-07	152761919.198946
5.276E-07	152911484.731209
5.391E-07	152679887.820539
5.5E-07	152852762.563751
5.51E-07	152803417.633769
5.636E-07	152731793.307949
5.767E-07	152530942.085164
5.904E-07	152184196.972676
6E-07	152053084.433746
6.048E-07	151885200.381888
6.199E-07	151631637.676088
6.358E-07	151199646.429455
6.5E-07	150603118.593628
6.526E-07	150580781.802465
6.702E-07	150188941.541356
6.888E-07	149782088.768712
7E-07	149180771.150464
7.085E-07	148809949.829885
7.293E-07	147667346.9972
7.5E-07	144429486.261035
7.514E-07	144160386.872207
7.749E-07	139464172.517085
7.999E-07	132748883.224572
8.25E-07	126577624.006454
8.266E-07	126332615.297997
8.5E-07	121524195.823568
8.551E-07	120652441.52016
8.75E-07	117477613.286238
8.856E-07	116497180.153443
9E-07	115889862.332423
9.184E-07	115483632.388057
9.25E-07	115338904.341524
9.5E-07	117462495.847905
9.537E-07	117929135.995087
9.919E-07	120228709.678666
1E-06	120385830.485561
1.033E-06	121649279.906672
1.078E-06	123565425.335999
1.127E-06	124883186.229656
1.181E-06	125557301.650667
1.2E-06	125663706.143592
1.24E-06	126677123.128621
1.305E-06	127108116.559035
1.378E-06	127669948.186523
1.459E-06	128333736.91155
1.5E-06	129014738.307421
1.55E-06	129717374.083708
1.653E-06	129996937.389923
1.771E-06	129850131.136518
1.907E-06	130474115.450609
