#oghma_csv {"title":"Absorption","type":"xy","y_label":"Wavelength","data_label":"Absorption","y_units":"nm","y_mul":1000000000.0,"data_units":"m^{-1}","icon":"mat_file","time ":0.0,"Vexternal":0.0,"x_len":1,"y_len":54,"z_len":1,"cols":"yd"}*
2.53E-07	102763636.363636
2.583E-07	103572590.011614
2.638E-07	105222137.983321
2.695E-07	106258998.144712
2.755E-07	107136116.15245
2.818E-07	107860894.251242
2.87E-07	108970034.843206
2.938E-07	110295439.0742
3.002E-07	111709526.982012
3.077E-07	112660383.490413
3.163E-07	113171040.151755
3.237E-07	114464009.885697
3.333E-07	114558655.865587
3.416E-07	114716627.63466
3.512E-07	113726651.480638
3.625E-07	112260413.793103
3.723E-07	111666935.267258
3.85E-07	110919480.519481
3.961E-07	112250441.807624
4.092E-07	113874877.810362
4.246E-07	115069241.63919
4.381E-07	116397169.595983
4.558E-07	116286090.390522
4.714E-07	116168010.182435
4.901E-07	113785758.00857
5.123E-07	109345305.485067
5.321E-07	105040405.938733
5.585E-07	99175649.0599821
5.821E-07	94507472.9427933
6.108E-07	89655533.7262607
7.005E-07	78354318.34404
8.157E-07	66826529.3612848
8.266E-07	65793370.4330995
8.492E-07	63894488.9307584
8.61E-07	63018815.3310105
8.856E-07	61126467.931346
9.116E-07	59245283.0188679
9.393E-07	57364420.312999
9.686E-07	55499483.7910386
9.999E-07	53762176.2176218
1.033E-06	52161084.2207164
1.069E-06	50521983.1618335
1.107E-06	48901174.3450768
1.148E-06	47482926.8292683
1.192E-06	45940939.5973155
1.24E-06	44871612.9032258
1.292E-06	43746130.0309598
1.348E-06	42487833.8278932
1.378E-06	41927431.0595065
1.442E-06	40589181.6920943
1.512E-06	39956084.6560847
1.59E-06	39733836.4779874
1.675E-06	39742089.5522388
1.771E-06	39644494.635799
